# time[BJD] normflux normfluxerr
2458225.717792 1.014410 0.005820
2458225.718451 1.009823 0.005818
2458225.719112 1.003746 0.005817
2458225.719773 1.007099 0.005876
2458225.720437 1.011288 0.005937
2458225.721188 1.014215 0.005989
2458225.721849 1.032429 0.006131
2458225.722512 1.012525 0.006048
2458225.723282 1.008639 0.006059
2458225.723945 1.010672 0.006108
2458225.724612 1.006378 0.006127
2458225.725274 1.017177 0.006228
2458225.725936 1.012050 0.006243
2458225.726598 1.001264 0.006230
2458225.727261 1.009818 0.006321
2458225.727922 0.997095 0.006285
2458225.728581 1.007854 0.006388
2458225.729245 0.997250 0.006292
2458226.465205 0.973414 0.016981
2458226.465864 0.972970 0.015647
2458226.466523 0.958694 0.014222
2458226.467182 0.996162 0.013630
2458226.467840 0.987793 0.012489
2458226.468591 0.998571 0.011558
2458226.469250 0.991234 0.010647
2458226.469908 0.997372 0.009987
2458226.470655 0.984528 0.009134
2458226.471315 0.992130 0.008637
2458226.472062 0.998201 0.008138
2458226.472720 1.001071 0.007765
2458226.473379 0.990388 0.007341
2458226.474130 0.999883 0.007090
2458226.474791 0.986965 0.006760
2458226.475455 0.998268 0.006630
2458226.476114 0.996863 0.006444
2458226.476775 1.004021 0.006347
2458226.477435 0.993641 0.006156
2458226.478208 1.002926 0.006106
2458226.478864 1.000381 0.006021
2458226.479612 0.995658 0.005928
2458226.480270 0.993975 0.005850
2458226.480930 0.997935 0.005836
2458226.481677 0.996104 0.005809
2458226.482338 0.998991 0.005814
2458226.482998 0.991306 0.005769
2458226.483658 0.995618 0.005788
2458226.484320 0.995604 0.005767
2458226.484981 1.000782 0.005782
2458226.485643 0.994367 0.005731
2458226.486305 0.998953 0.005770
2458226.486965 1.002178 0.005780
2458226.487717 0.999311 0.005747
2458226.488378 1.000891 0.005759
2458226.489032 0.992973 0.005719
2458226.489692 0.993257 0.005719
2458226.490353 0.997201 0.005724
2458226.491106 0.994689 0.005692
2458226.491770 0.995492 0.005695
2458226.492430 0.991561 0.005671
2458226.493090 0.999652 0.005702
2458226.493752 0.998482 0.005686
2458226.494411 1.001362 0.005698
2458226.495074 0.987935 0.005643
2458226.495734 0.991768 0.005673
2458226.496397 0.992506 0.005682
2458226.497057 1.002218 0.005762
2458226.497719 0.999152 0.005735
2458226.498382 0.993959 0.005711
2458226.499131 0.990652 0.005673
2458226.499789 0.998517 0.005713
2458226.500449 0.993667 0.005688
2458226.501109 1.000163 0.005721
2458226.501768 0.998336 0.005682
2458226.502429 0.988597 0.005626
2458226.503090 0.995244 0.005648
2458226.503751 0.992382 0.005655
2458226.504410 1.000065 0.005693
2458226.505072 1.000629 0.005693
2458226.505735 0.998772 0.005681
2458226.506392 0.991721 0.005641
2458226.507054 0.991236 0.005657
2458226.507706 0.998270 0.005704
2458226.508368 0.990750 0.005653
2458226.509031 1.000433 0.005733
2458226.509691 0.991553 0.005664
2458226.510357 0.998307 0.005688
2458226.511109 0.999708 0.005674
2458226.511769 1.000790 0.005651
2458226.512432 1.001383 0.005643
2458226.513097 1.000992 0.005627
2458226.513766 1.000014 0.005608
2458226.514428 1.001302 0.005595
2458226.515081 0.999669 0.005566
2458226.515743 1.003578 0.005583
2458226.516406 0.997535 0.005543
2458226.517062 0.994622 0.005528
2458226.517724 1.004441 0.005566
2458226.518386 1.007660 0.005564
2458226.519049 1.001558 0.005512
2458226.519710 1.001272 0.005506
2458226.520367 0.997490 0.005467
2458226.521029 0.997211 0.005468
2458226.521680 1.004287 0.005491
2458226.522341 1.000166 0.005442
2458226.523006 0.999904 0.005427
2458226.523668 1.001322 0.005430
2458226.524335 1.009987 0.005449
2458226.524996 0.998922 0.005393
2458226.525659 1.005872 0.005429
2458226.526320 1.007923 0.005444
2458226.526986 1.006018 0.005415
2458226.527648 1.009667 0.005433
2458226.528311 1.008004 0.005432
2458226.529090 1.007414 0.005457
2458226.529755 1.010034 0.005482
2458226.530418 1.008084 0.005475
2458226.531082 1.013248 0.005495
2458226.531746 1.053312 0.005715
2458226.532411 1.011450 0.005480
2458226.533073 1.005113 0.005442
2458226.533735 1.009802 0.005471
2458226.534395 1.015872 0.005492
2458226.535056 1.003473 0.005440
2458226.535718 1.008870 0.005486
2458226.536379 1.010534 0.005488
2458226.537043 1.017839 0.005525
2458226.537707 1.012687 0.005495
2458226.538462 1.011400 0.005477
2458226.539123 1.012040 0.005476
2458226.539783 1.013780 0.005490
2458226.540447 1.015710 0.005488
2458226.541109 1.018493 0.005487
2458226.541769 1.013071 0.005456
2458226.542431 1.018296 0.005500
2458226.543094 1.020445 0.005502
2458226.543757 1.022287 0.005519
2458226.544419 1.017068 0.005483
2458226.545078 1.019064 0.005495
2458226.545742 1.022062 0.005516
2458226.546405 1.021776 0.005506
2458226.547068 1.012141 0.005449
2458226.547730 1.023627 0.005498
2458226.548392 1.012584 0.005436
2458226.549054 1.017040 0.005470
2458226.549717 1.024067 0.005514
2458226.550379 1.018806 0.005487
2458226.551041 1.017762 0.005486
2458226.551694 1.022950 0.005498
2458226.552356 1.018536 0.005482
2458226.553018 1.021791 0.005507
2458226.553680 1.021426 0.005499
2458226.554344 1.023560 0.005498
2458226.555006 1.026306 0.005483
2458226.555665 1.033947 0.005510
2458226.556325 1.020566 0.005443
2458226.556988 1.030222 0.005496
2458226.557650 1.027490 0.005487
2458226.558311 1.037439 0.005547
2458226.558975 1.023805 0.005470
2458226.559639 1.019521 0.005443
2458226.560303 1.021420 0.005439
2458226.560965 1.026745 0.005460
2458226.561617 1.025232 0.005463
2458226.562277 1.021410 0.005461
2458226.562930 1.018872 0.005443
2458226.563593 1.023232 0.005449
2458226.564255 1.033999 0.005520
2458226.564919 1.028447 0.005520
2458226.565578 1.031235 0.005546
2458226.566242 1.034041 0.005556
2458226.566905 1.029785 0.005530
2458226.567567 1.029367 0.005532
2458226.568220 1.035025 0.005558
2458226.568881 1.036925 0.005558
2458226.569546 1.028556 0.005525
2458226.570208 1.034161 0.005571
2458226.570871 1.030430 0.005558
2458226.571533 1.031528 0.005576
2458226.572194 1.028984 0.005564
2458226.572855 1.029763 0.005568
2458226.573519 1.026056 0.005558
2458226.574184 1.026933 0.005565
2458226.574848 1.028719 0.005570
2458226.575513 1.022545 0.005531
2458226.576177 1.029292 0.005563
2458226.576842 1.021988 0.005528
2458226.577504 1.028069 0.005568
2458226.578167 1.026293 0.005539
2458226.578830 1.029187 0.005556
2458226.579480 1.034081 0.005581
2458226.580144 1.025832 0.005536
2458226.580807 1.023116 0.005516
2458226.581470 1.027029 0.005535
2458226.582133 1.028528 0.005544
2458226.582795 1.021757 0.005509
2458226.583451 1.024419 0.005515
2458226.584112 1.028642 0.005532
2458226.584774 1.027689 0.005527
2458226.585437 1.025659 0.005495
2458226.586100 1.022505 0.005479
2458226.586765 1.020494 0.005455
2458226.587428 1.023001 0.005466
2458226.588091 1.023685 0.005490
2458226.588754 1.022263 0.005479
2458226.589416 1.023748 0.005493
2458226.590075 1.019311 0.005468
2458226.590736 1.023674 0.005461
2458226.591534 1.019399 0.005428
2458226.592198 1.020852 0.005437
2458226.592860 1.021663 0.005456
2458226.593525 1.017114 0.005442
2458226.594187 1.014723 0.005420
2458226.594850 1.027011 0.005476
2458226.595514 1.020244 0.005451
2458226.596175 1.021268 0.005427
2458226.596835 1.016440 0.005407
2458226.597497 1.017178 0.005400
2458226.598158 1.015689 0.005381
2458226.598821 1.018590 0.005432
2458226.599479 1.019923 0.005434
2458226.600139 1.019888 0.005424
2458226.600803 1.022665 0.005452
2458226.601465 1.016495 0.005393
2458226.602129 1.017501 0.005438
2458226.602791 1.018017 0.005471
2458226.603546 1.026741 0.005502
2458226.604206 1.020239 0.005495
2458226.604961 1.027403 0.005503
2458226.605624 1.018973 0.005443
2458226.606287 1.020293 0.005433
2458226.606950 1.024066 0.005446
2458226.607609 1.026464 0.005471
2458226.608271 1.019960 0.005415
2458226.608936 1.021989 0.005446
2458226.609600 1.020470 0.005429
2458226.610397 1.020619 0.005457
2458226.611062 1.013145 0.005400
2458226.611725 1.022054 0.005431
2458226.612389 1.021911 0.005481
2458226.613052 1.015759 0.005432
2458226.613715 1.018196 0.005446
2458226.614377 1.015370 0.005416
2458226.615040 1.017111 0.005406
2458226.615701 1.021464 0.005439
2458226.616363 1.019537 0.005395
2458226.617026 1.015129 0.005360
2458226.617690 1.017370 0.005343
2458226.618353 1.010128 0.005295
2458226.619129 1.019846 0.005342
2458226.619792 1.020718 0.005383
2458226.620454 1.007325 0.005345
2458226.621116 1.013891 0.005413
2458226.621780 1.025667 0.005503
2458226.622441 1.014875 0.005463
2458226.623100 1.050620 0.005638
2458226.623761 1.006737 0.005375
2458226.624424 1.009536 0.005387
2458226.625085 1.006984 0.005387
2458226.625747 1.005679 0.005387
2458226.626408 1.010613 0.005409
2458226.627069 1.006782 0.005399
2458226.627732 1.000365 0.005364
2458226.628396 1.004431 0.005380
2458226.629059 1.006851 0.005396
2458226.629722 1.007935 0.005398
2458226.630385 1.004108 0.005373
2458226.631048 1.007232 0.005395
2458226.631699 1.010199 0.005426
2458226.632361 1.007368 0.005425
2458226.633026 1.001553 0.005383
2458226.633687 1.004115 0.005398
2458226.634351 1.004390 0.005406
2458226.635014 1.002673 0.005389
2458226.635676 1.001036 0.005385
2458226.636338 0.998384 0.005374
2458226.636999 0.999630 0.005376
2458226.637793 0.996507 0.005343
2458226.638453 1.000000 0.005372
2458226.639114 1.002072 0.005386
2458226.639772 0.996607 0.005358
2458226.640436 1.005703 0.005408
2458226.641097 0.998429 0.005359
2458226.641749 0.996281 0.005360
2458226.642410 0.996377 0.005370
2458226.643073 0.992364 0.005356
2458226.643735 0.998871 0.005402
2458226.644398 0.992229 0.005374
2458226.645061 0.991051 0.005381
2458226.645729 0.997079 0.005425
2458226.646391 0.996675 0.005425
2458226.647054 0.993850 0.005407
2458226.647718 0.987948 0.005358
2458226.648378 0.999551 0.005409
2458226.649036 0.993323 0.005378
2458226.649699 0.991438 0.005362
2458226.650360 0.986385 0.005346
2458226.651023 0.991652 0.005387
2458226.651685 0.988323 0.005381
2458226.652347 0.994551 0.005416
2458226.653002 0.994443 0.005424
2458226.653665 0.988080 0.005392
2458226.654329 0.974506 0.005308
2458226.654990 0.996176 0.005435
2458226.655653 0.996026 0.005443
2458226.656317 0.990924 0.005422
2458226.656981 0.991645 0.005425
2458226.657640 0.989951 0.005429
2458226.658304 0.986598 0.005421
2458226.658968 0.996895 0.005492
2458226.659635 0.993856 0.005501
2458226.660298 0.988620 0.005476
2458226.661073 0.984466 0.005482
2458226.661736 0.985831 0.005513
2458226.662399 0.989839 0.005552
2458226.663061 0.984338 0.005526
2458226.663725 0.985196 0.005532
2458226.664385 0.987727 0.005540
2458226.665051 0.986703 0.005536
2458226.665716 0.988698 0.005567
2458226.666378 0.983641 0.005551
2458226.667154 0.986783 0.005583
2458226.667816 0.984068 0.005590
2458226.668478 0.988397 0.005632
2458226.669139 0.991946 0.005664
2458226.669802 0.985806 0.005649
2458226.670463 0.989388 0.005688
2458226.671123 0.988484 0.005703
2458226.671785 0.988578 0.005718
2458226.672445 0.998782 0.005793
2458226.673109 0.988447 0.005740
2458226.673774 0.988312 0.005755
2458226.674434 0.988375 0.005761
2458226.675099 0.985333 0.005771
2458226.675758 0.987658 0.005801
2458226.676418 0.992318 0.005844
2458226.677083 0.984096 0.005796
2458226.677741 0.987610 0.005837
2458226.678490 0.991262 0.005880
2458226.679149 0.989558 0.005871
2458226.679813 0.991870 0.005913
2458226.680469 0.993236 0.005943
2458226.681132 0.984900 0.005913
2458226.681794 0.996663 0.005982
2458226.682568 0.997609 0.006018
2458226.683231 0.988176 0.005982
2458226.683897 0.987101 0.005997
2458226.684560 0.981101 0.005975
2458226.685222 0.985373 0.006045
2458226.685884 0.992768 0.006108
2458226.686547 0.987435 0.006079
2458226.687300 0.983978 0.006066
2458226.687962 0.981806 0.006051
2458226.688626 0.993196 0.006125
2458226.689289 0.981839 0.006047
2458226.689954 0.977878 0.006027
2458226.690618 0.981185 0.006047
2458226.691280 0.983851 0.006071
2458226.691943 0.973412 0.006012
2458226.692695 0.977106 0.006054
2458226.693358 0.982802 0.006103
2458226.694112 0.987156 0.006145
2458226.694776 0.982736 0.006136
2458226.695436 0.986935 0.006197
2458226.696098 0.988863 0.006226
2458226.696762 0.984737 0.006218
2458226.697425 0.983800 0.006228
2458226.698088 0.983204 0.006244
2458226.698754 0.977573 0.006233
2458226.699416 0.974761 0.006160
2458226.700079 0.985961 0.006191
2458226.700745 0.975335 0.006146
2458226.701405 0.986113 0.006253
2458226.702066 0.989837 0.006302
2458226.702842 0.973740 0.006283
2458226.703504 0.990070 0.006431
2458226.704166 0.981321 0.006455
2458226.704829 0.988119 0.006517
2458226.705492 0.978481 0.006483
2458226.706157 0.976843 0.006469
2458226.706823 0.972813 0.006468
2458226.707485 0.978229 0.006541
2458226.708263 0.976189 0.006603
2458226.708927 0.975571 0.006631
2458226.709592 0.978175 0.006679
2458226.710254 0.977006 0.006703
2458226.710916 0.975800 0.006709
2458226.711576 0.971682 0.006727
2458226.712238 0.966014 0.006727
2458226.712901 0.973842 0.006844
2458226.713564 0.975445 0.006865
2458226.714227 0.974929 0.006876
2458226.714889 0.982465 0.006929
2458226.715551 0.973500 0.006885
2458226.716214 0.979858 0.006975
2458226.716877 0.974737 0.006992
2458226.717539 0.985226 0.007129
2458226.718201 0.979985 0.007133
2458226.718852 0.978504 0.007178
2458226.719514 0.985560 0.007261
2458226.720177 0.990600 0.007344
2458226.720838 0.987687 0.007353
2458226.721499 0.978252 0.007320
2458226.722165 0.975139 0.007313
2458226.722827 0.976500 0.007356
2458226.723490 0.974099 0.007362
2458226.724154 0.978498 0.007456
2458226.724816 0.963092 0.007395
2458226.725476 0.979032 0.007571
2458226.726137 0.984758 0.007504
2458227.465834 1.029938 0.016581
2458227.466494 1.017467 0.015114
2458227.467152 1.017989 0.013997
2458227.467805 1.014905 0.012946
2458227.468464 1.024675 0.012152
2458227.469122 0.999166 0.011058
2458227.469781 1.007998 0.010450
2458227.470561 1.007479 0.009718
2458227.471219 1.012335 0.009232
2458227.471878 1.008357 0.008723
2458227.472537 1.011324 0.008323
2458227.473196 1.007023 0.007923
2458227.473952 0.999690 0.007522
2458227.474611 0.998801 0.007283
2458227.475269 1.006506 0.007141
2458227.475929 1.008000 0.006988
2458227.476680 0.996075 0.006768
2458227.477335 1.003668 0.006712
2458227.477994 1.013236 0.006678
2458227.478767 1.009579 0.006595
2458227.479427 1.004054 0.006507
2458227.480091 1.003287 0.006441
2458227.480751 0.995651 0.006341
2458227.481409 1.004523 0.006351
2458227.482069 1.004642 0.006298
2458227.482729 1.003171 0.006234
2458227.483504 1.000558 0.006202
2458227.484162 0.997757 0.006187
2458227.484821 1.004678 0.006192
2458227.485480 0.997707 0.006095
2458227.486138 0.999882 0.006091
2458227.486916 0.996007 0.006095
2458227.487576 0.996996 0.006092
2458227.488235 0.998124 0.006066
2458227.488894 1.002011 0.006068
2458227.489552 0.997158 0.006073
2458227.490212 0.999304 0.006108
2458227.490966 0.997084 0.006064
2458227.491625 1.000615 0.006031
2458227.492285 0.996695 0.006005
2458227.492943 0.999339 0.006088
2458227.493603 0.997439 0.006122
2458227.494267 0.999241 0.006116
2458227.495021 0.993262 0.006030
2458227.495681 0.999423 0.006028
2458227.496342 0.992325 0.006010
2458227.497001 0.986005 0.006041
2458227.497661 0.987763 0.006118
2458227.498320 0.994633 0.006176
2458227.498979 0.994541 0.006127
2458227.499637 0.997692 0.006101
2458227.500295 0.995130 0.006025
2458227.500953 0.994512 0.005976
2458227.501615 0.991182 0.005954
2458227.502274 0.995569 0.005971
2458227.502933 0.993799 0.005919
2458227.503592 0.995418 0.005872
2458227.504252 0.990615 0.005823
2458227.504913 0.994691 0.005822
2458227.505573 0.991613 0.005846
2458227.506236 0.989272 0.005835
2458227.506899 0.999466 0.005839
2458227.507551 0.994638 0.005808
2458227.508216 0.997790 0.005837
2458227.508880 1.000516 0.005890
2458227.509545 0.993942 0.005857
2458227.510206 0.992212 0.005837
2458227.510869 0.992959 0.005838
2458227.511646 0.996935 0.005842
2458227.512310 0.990661 0.005818
2458227.512974 0.998600 0.005855
2458227.513636 0.999076 0.005857
2458227.514300 1.006164 0.005889
2458227.514964 0.993588 0.005799
2458227.515626 0.998525 0.005803
2458227.516290 0.991723 0.005742
2458227.516953 0.997358 0.005741
2458227.517615 1.001779 0.005751
2458227.518277 0.999635 0.005723
2458227.518939 0.997087 0.005694
2458227.519600 0.994135 0.005661
2458227.520254 0.995016 0.005628
2458227.520916 0.990072 0.005582
2458227.521580 0.990351 0.005587
2458227.522242 0.991910 0.005589
2458227.522910 0.999813 0.005605
2458227.523573 0.996045 0.005619
2458227.524235 0.996233 0.005644
2458227.524885 0.993069 0.005642
2458227.525549 0.996840 0.005622
2458227.526212 0.996026 0.005618
2458227.526874 0.991675 0.005586
2458227.527528 0.992814 0.005575
2458227.528190 0.995696 0.005570
2458227.528848 0.989887 0.005543
2458227.529509 0.993748 0.005553
2458227.530171 0.986971 0.005517
2458227.530831 0.995823 0.005554
2458227.531494 1.002756 0.005580
2458227.532154 0.991361 0.005515
2458227.532912 0.995777 0.005545
2458227.533576 0.999590 0.005573
2458227.534239 0.997422 0.005551
2458227.534900 0.999796 0.005559
2458227.535561 0.997194 0.005558
2458227.536223 0.996909 0.005565
2458227.536885 0.997033 0.005565
2458227.537549 1.000822 0.005593
2458227.538211 0.997302 0.005577
2458227.538867 0.993499 0.005554
2458227.539625 1.000000 0.005568
2458227.540286 0.996101 0.005550
2458227.540950 0.996028 0.005558
2458227.541611 0.996546 0.005579
2458227.542370 0.996047 0.005585
2458227.543035 0.996728 0.005585
2458227.543696 0.999074 0.005590
2458227.544356 0.995240 0.005569
2458227.545018 0.998322 0.005578
2458227.545679 0.996600 0.005546
2458227.546344 0.997075 0.005511
2458227.547005 1.005640 0.005515
2458227.547668 1.001331 0.005492
2458227.548330 1.001940 0.005476
2458227.548992 0.995361 0.005432
2458227.549656 0.997286 0.005417
2458227.550317 1.006483 0.005443
2458227.550981 1.000484 0.005387
2458227.551643 0.997585 0.005363
2458227.552307 0.996503 0.005357
2458227.552973 0.995958 0.005353
2458227.553634 0.998172 0.005356
2458227.554296 0.992913 0.005318
